RSRP,SINR,prev_beam,distance,best_beam
-75.93501538534997,6.626309669621989,7,599.1649113585948,5
-80.25250442714734,28.37951251137281,6,824.1170168125412,6
-106.48079782054937,3.679373248916761,6,373.8614788192132,3
-62.75785972277578,3.1066615031643288,6,189.76799155934586,5
-85.90146544810662,25.243250019032587,5,347.1601058928023,5
-65.48799644523177,27.41191825546491,0,415.02594766402075,5
-90.2979445923467,-5.036021893141762,0,199.50087205886427,1
-67.27111974392733,9.331953597205196,1,91.64120767637243,4
-102.30349872017885,-2.8730146391385603,5,511.64996753289597,3
-109.4977152779851,19.724330189801446,6,436.62528770972756,4
-64.98755481058397,19.324072934404505,5,60.272156997977774,6
-79.60207026950653,-6.375255682545928,1,320.33119085194846,2
-84.99505259704371,-5.066192187055529,5,189.34732567554977,3
-92.14350773991981,20.575432854891538,0,694.6855875921865,3
-73.52027666573099,-0.8720367268151996,5,708.9927392254903,4
-110.48425531181388,-7.945877594684929,5,286.14411722039813,2
-94.05666570861814,-5.497174810958407,5,359.37580831845355,3
-87.97932349716393,-1.3984944515254671,5,480.69638633054205,3
-109.74758092870682,10.59681655522807,2,605.177957689738,2
-92.23131109779438,-5.763313795882983,3,901.5576667906943,2
-92.01865295254234,14.191399916271124,1,662.9884084583107,3
-71.58237396381101,4.592291929069884,0,318.30463390269284,3
-79.26705285195519,3.569856460106964,4,932.0919813421255,4
-78.77585635087289,18.430586842193286,5,618.6648415277599,5
-63.83574659372736,8.774473447879036,4,130.1424899629119,5
-69.74185308255676,23.189148585737925,1,381.23170148752865,5
-67.7674170821905,21.496338820520464,2,276.3356720728788,5
-79.11380118744239,15.160879649528155,0,286.18006406139057,3
-84.53759548511732,-5.935255660509924,5,281.4152786258184,3
-112.7113409755325,-4.951905511344545,6,732.3666703654095,2
-66.01086438480817,25.732545005577855,4,74.78557515857061,6
-111.26642405968765,-5.086906668299362,5,937.3449106171528,2
-95.62835720268141,24.704487031214498,5,918.3880605999052,5
-110.84110928347188,2.7862050093865065,3,383.23078007794766,2
-114.06093439387016,15.447143290691852,4,360.56482619746964,3
-62.62186019255823,-7.058912778788953,3,76.43608175942107,3
-117.07627306944322,13.430385110340637,4,999.6621789188447,3
-86.11310191676185,-2.1590118184959106,2,963.5604445888986,2
-61.77994993601839,13.519119875520737,2,681.4225277836017,5
-109.19532679786691,-1.1771111667306577,5,720.4705946057466,2
-87.15880907023147,14.207814028689452,1,665.8919448627432,3
-68.47500274631707,-2.668193863842867,2,216.3067814394331,3
-75.21236360995063,24.64277420829682,6,849.5239810558716,6
-116.34884344354016,26.602638608912528,4,590.4164299094332,4
-110.28687617458164,3.804106657342036,1,170.6300152200177,1
-66.56963207773495,4.24040576454856,0,575.188844464125,3
-85.30579593576927,-5.559218494886227,0,116.3172349673917,1
-80.35374575123419,16.4704352017474,1,483.1173669635177,4
-92.2033200038033,-0.47436441566901877,0,463.0982323992483,1
-73.61939108616414,7.219535911402438,4,996.4719223532278,4
-96.5160700619887,23.028162478756926,0,990.8763761274573,3
-112.43336794586418,0.37558236441910253,3,530.0072485682583,2
-94.6600708789938,15.518137492975356,2,418.6937244165395,3
-69.90969411614931,17.058314166708243,4,714.0334584754524,5
-79.81479160719996,27.40289069849687,3,144.81316322797585,5
-110.03699902061143,27.107527603031635,7,743.2139340847625,5
-88.5813018560066,12.951096731485691,7,268.8306979447788,5
-81.0851574264953,-7.3914809835041995,7,223.89791462635233,4
-116.48404727838444,8.736189184571458,0,810.0065793157737,1
-93.05768092241622,23.567564254146973,2,954.8095927403541,4
-73.92968515545081,8.362276276646465,7,556.5898760618918,5
-100.93497448733706,5.029811903443742,2,890.7804132600455,2
-79.17172558969231,10.04248877037896,0,306.43926070104686,3
-98.61542793729315,9.73645127182013,7,648.7016653510148,4
-87.885402811198,13.569379506168161,5,588.7729749918876,4
-63.03983638557902,-6.0368450738543755,4,632.2342682754908,4
-116.34922665303888,26.652380571770692,4,141.09842327888856,4
-95.69175019049294,-3.039520081740288,0,218.35292584490688,1
-99.06339028256748,11.51252947897758,4,621.3827104961692,3
-95.3182554594495,10.815413078804962,1,120.42973275996971,2
-114.12463954510447,11.158891684113105,0,96.92816711672111,1
-107.8809554342462,16.435842234565108,3,233.60552704690755,3
-61.58637490112889,19.75616602887613,4,786.2636253149955,6
-60.82791016096504,11.69399407213728,0,675.4004814342806,4
-75.975318835355,25.955516104575757,2,509.745764248757,5
-89.43215458350868,-2.54860510575901,3,826.6084071239767,2
-108.97528328315134,24.305053321756617,7,617.1019786672064,5
-78.05857274283488,22.446361133822194,4,106.7321799937663,5
-103.78893031031237,5.950439904758582,2,998.8541851925323,2
-116.92275538107934,-6.759112512647465,4,536.1661215736815,1
-105.20138859155267,6.739269710776394,1,283.8053867356391,2
-83.29421490327447,-5.9428681905436775,1,874.0533887707332,2
-91.25120094895523,-3.205684843596406,5,298.2724295880707,3
-64.23549810738257,26.523456106310682,1,370.25241307949176,5
-77.52110833408025,2.6623357319772403,7,311.1017187240799,5
-62.44941322992284,27.95167036505081,1,378.47297164151405,5
-86.78436834921888,-5.381586315510023,4,191.22556863606022,3
-78.39033951753132,1.6220667923925767,7,450.4377272015752,5
-114.86810942400574,15.965996383166466,2,72.87460064069683,2
-102.63431287059834,13.501932858952888,3,371.9953063402453,3
-97.65921891941446,29.297650292569713,3,228.71537131460596,4
-91.45982732793861,15.095043046422827,0,942.0502164426656,3
-73.81050225825444,22.899937128756378,4,186.72145057327847,5
-96.74487310446744,14.70811898137946,6,749.1862897665407,4
-72.65829929722591,4.086457428505774,3,428.11031273482934,4
-63.748945116557906,-5.626180396576479,6,377.1841690886638,5
-82.55496010931435,-9.86635429016471,4,185.64989326886075,3
-83.4609345134127,-8.102112241089019,5,587.2424555989519,3
-102.64929765890173,12.256157161839734,2,86.82091358010905,3
-77.74326975164807,12.477470716390961,0,554.014359304224,3
-78.80741809063605,16.915072976864536,3,305.2219495793024,4
-91.10188436697143,22.95478505667183,6,814.5228084858518,5
-67.6700266343909,-7.246796477761217,5,450.9813907006746,4
-107.63017485639567,-7.765033485991695,6,658.7995008326924,2
-75.49289580395345,9.502218350997865,3,485.45669550001094,4
-88.30359092280628,22.18595721225929,2,371.1961420002063,4
-71.6778348121046,16.34073950747254,5,972.0488797027301,5
-93.10425939940471,-5.247646529045182,7,261.4127484791876,4
-99.7182202603017,3.8748201018619923,0,504.10971077431935,1
-115.35267439865731,20.72173223324039,0,771.4469135322008,2
-119.81018555925614,20.039309355291763,5,586.5658778701561,3
-60.371742435474886,12.07995461276445,7,222.41503948371232,6
-63.66977826194583,2.635889330404053,5,579.0091091574769,5
-108.45273136552662,-9.320356802393643,4,524.8293647736591,1
-60.55192178895496,-7.414496602670142,1,829.3990312317077,3
-95.32507174055667,29.36628094890444,7,492.8138881789193,6
-105.43048662763746,12.959381179481547,0,659.9991548382578,2
-88.6300169653301,-1.786793997524203,3,747.2834458723825,3
-113.60574721572263,29.155473041774044,7,582.6046868688925,5
-109.43881488772641,6.440679482706678,2,200.3703692405701,2
-107.47148467280253,4.27878169958008,4,294.9068310828746,2
-116.56572219587173,28.67128390788185,2,631.7803420665657,3
-106.40332711188177,-4.166735084877953,2,211.16948698390675,1
-97.38184853338458,18.694769456193406,0,662.6619440773962,3
-77.25680202616037,20.88990433663492,5,858.4822168849062,5
-86.19590819641948,11.275866333682739,7,446.0563859673423,5
-109.91301979454526,3.251861260336799,4,279.4103155180673,2
-98.65256643207294,6.1068132170751745,6,457.3264326299804,4
-95.97886709683705,28.911534593931492,3,645.5308870043463,4
-108.51423989641856,0.2417545218618411,1,705.9115344907599,1
-74.70504593587302,16.72549049568702,1,958.9227036542899,4
-75.18774955494582,22.432769259200747,7,241.60093177228498,6
-79.55103740693485,-0.3082207103738188,2,309.638218534794,3
-79.88983026847744,27.58055627458721,2,992.941641546697,5
-88.45098177229066,11.726157129211003,2,412.12000930284665,3
-99.95175727433126,1.9324197794393925,3,640.8305622445902,2
-72.9646918793288,-1.9527320375434911,1,722.8206044205195,3
-77.47327947878047,5.26663275514418,1,517.7444049775094,3
-87.35269956020079,-3.152255772646937,2,234.98458728722576,2
-80.67678274481273,20.921026217561224,1,866.5436665103061,4
-110.2430086557998,14.78014458264991,2,324.6689962684903,2
-67.41709599571598,9.770174200521026,6,992.1808140905521,5
-97.87001417152308,28.640774763952763,2,694.0351491820464,4
-74.8420630445697,13.240111377459431,7,541.4308671640852,6
-107.69576882123339,9.522746955682202,2,531.2514879242558,2
-119.45840781654692,-2.7016447056469595,0,366.9576414856995,0
-72.1437143180363,22.356810678345354,0,866.4484459677382,4
-64.18082061539593,29.359727738823253,6,370.701284651071,7
-95.66145011559955,9.018690964532311,2,300.6129618424766,3
-102.56006713937717,26.856136941169993,6,923.0870550868298,5
-100.06204493974474,-1.5422888201258278,7,531.0820103324132,3
-75.26846711559892,-5.4174888862640325,0,564.2347033472322,2
-119.32553394917416,-8.97179724352252,7,104.37581586242403,2
-66.33412206085384,20.639864521195335,4,668.2905500518511,6
-115.5157425383628,23.81281535852684,1,129.83967573218854,2
-99.12308604918319,4.589946970930594,3,573.8930177967758,3
-92.07556998815522,-9.959364611871395,4,832.8152985254995,2
-82.55633972701486,17.849831323157286,5,902.5359014680317,5
-86.71169211352529,10.949710061508053,7,632.9511264300479,5
-85.3744815062309,4.860683602101744,2,764.5381809526687,3
-114.7986216994765,12.942421229069296,4,339.5380576346996,3
-65.92121589910619,11.251412335551976,3,442.4913138285042,5
-68.3447196545771,28.30220637311068,4,890.6487692863213,6
-97.53588006959116,13.26790789672095,0,558.0521273401523,2
-87.2013171551202,12.397219269435524,5,646.9423899616331,4
-68.06565374483122,17.188925148293354,3,949.7480048432733,5
-71.95093517159549,-5.822865813422968,2,727.8060340472261,3
-89.56880149590259,-4.295555895920327,1,180.20620637666548,2
-116.59709804583777,20.98590249684954,5,506.2690388047016,4
-82.32167311028343,7.2794720325487425,5,968.2159853454579,4
-77.64598495243473,-4.634952399120857,4,142.61433598612308,3
-109.57746788216106,-6.819867855915125,5,170.0023479884975,2
-90.71134436940618,16.939277105237203,7,272.2817195596007,5
-74.94605714228857,5.663914394761008,0,623.6225989321163,3
-104.94704902597678,9.181961400282383,5,496.3905747453921,3
-84.1998038330023,-3.1322483943969015,1,235.99519519327396,2
-110.23211112095969,10.764295924254064,7,747.5626233098202,4
-66.63185407941344,-1.1869794116124321,1,231.55428009819613,3
-118.65170614547326,0.539755162547614,3,220.29629424080014,1
-73.61826607503536,14.708969591210959,1,439.565218541233,4
-103.64025398654941,0.09317341718870331,3,620.7019859593973,2
-100.03683578042062,21.654444496109004,3,670.2841854290618,4
-102.30981212919787,-6.68001420233991,2,91.81361159138537,1
-61.565893104179196,23.80514729803746,7,276.0384590260403,7
-113.7658003808693,13.70843215938564,3,507.35684689954974,2
-87.53605673396586,21.96801870630205,6,894.5762157708591,5
-102.54395280195624,12.729117686344772,0,761.2665216174465,2
-60.88376274631947,27.569200681706064,5,701.848764358278,7
-100.94885291907528,27.341392920041457,1,198.43249347093715,3
-99.79806145239198,-8.173550036935978,4,813.2489894359293,2
-116.50532219723358,-0.7375842046266392,6,569.1153391746813,2
-105.25806821588786,1.3033853525024028,2,886.534914281245,2
-95.74168677571971,14.72096931498151,4,195.70244086820844,4
-68.8688881871221,29.38791911337978,1,558.9406881742739,5
-68.92117387636713,-5.600588152636732,4,557.1494475816864,4
-117.124097209506,-8.504064309920686,5,77.98121831419058,1
-100.97926143969944,3.2530663859846864,6,349.2901131871901,3
-83.24291916590715,2.6511515475415806,2,50.514113219544946,3
-96.50196911359849,9.546055729299145,5,764.7275196516758,4
-63.987428949697005,-6.684600441717379,5,183.8786470396014,4
-89.2543019443304,-0.469980813617795,1,185.32326885396435,2
-76.85158853544583,9.606687073991296,2,480.6329388199307,4
-79.45353824372162,13.111234932778277,5,216.77044158032322,5
-86.01918303048804,-8.130210179287506,0,703.9394198160818,1
-91.2449184723974,28.81228837187868,1,891.110823948682,4
-88.13988593785027,16.63655542903021,7,433.5454341363301,5
-94.47149047281601,19.177340522137825,5,398.7413905457578,4
-69.70398589368999,0.32090185643760094,4,571.7255853784487,4
-87.49600732424821,15.585932983890647,3,824.7967192192432,4
-66.7771713940964,22.698575785646703,1,826.5152399467358,5
-75.98845347834094,22.071729522634385,1,397.3466337295437,4
-79.44651615737907,16.847646368697838,2,560.8400080002,4
-72.57174067232089,1.2997298129128065,7,110.84094539874249,5
-106.02000758826699,26.827846689757123,1,592.0201567264894,3
-107.83329859367129,25.18088326490045,5,216.23511672063688,4
-104.25568950725827,28.681529726154466,6,669.5850826994489,5
-116.63359219222009,-4.87848121008434,1,124.29688090221354,0
-101.66603428129805,8.064349099084438,2,549.2025564275837,2
-86.2015869167978,-8.142960736109037,4,980.3608922178587,3
-99.02914266853048,21.310549714601777,0,129.38041763549734,3
-97.93553732924937,16.896554080464195,3,387.3497720737627,3
-74.87302058439897,26.736327093697234,7,649.0460943936472,7
-119.07650269859522,-3.601878292360472,7,662.2948718035054,2
-87.38097654080156,7.065045835298143,3,484.5608051884801,3
-107.10444178338079,1.58124782474394,4,767.189304092846,2
-71.71957335094561,-9.043656892951052,4,701.1335997293885,3
-101.88107956817113,5.764636359182052,2,871.6399227764166,2
-91.11583366285578,7.843436319779972,1,72.27758600008033,2
-67.32870535072354,4.481079272601374,6,906.5368676426904,5
-79.21337483828717,-8.735897549117077,7,953.4167257827771,4
-82.45605727965616,10.417171167566078,0,654.4561782524831,3
-63.178943589238486,6.352191549480647,7,694.3621284980952,6
-69.04484389060768,8.660437770324009,5,628.8609942258207,5
-82.58516407851695,5.772430648030333,0,152.14140421106322,2
-106.32048787407545,23.408063271884537,3,313.631042572384,4
-109.71342587886397,22.20802157563577,5,226.59252852339105,4
-78.10909743900035,-8.684533098531766,7,959.3646732010725,4
-86.33791680393331,27.00331720449646,7,194.77410644589375,6
-64.99262814319829,19.21921112528567,5,785.131816579796,6
-86.5068186814851,15.23959756515005,1,295.39719813252674,3
-72.29135241235305,22.35040081299293,6,836.0585607825179,6
-73.98888330408215,-9.58780670456953,7,507.3265923795017,4
-71.7030347456874,7.766711811842725,0,368.62006580481966,3
-112.53529642584971,10.19453874708902,6,246.7160240897878,3
-67.92049825751447,13.759244154833805,0,571.3678213481429,4
-75.0830674280124,7.41425741152311,2,726.8426332885633,4
-67.02770453592589,23.262560315675344,3,572.1881129902648,5
-92.63440575564248,-7.442109183767727,4,207.23676559514,2
-115.00501759214487,-5.909790904810364,6,599.2376276049534,2
-97.14097921025439,2.8014699041820634,5,326.2539577505261,3
-119.74472918727471,11.344038859519067,7,69.4853763321484,3
-112.00268981041623,28.536638110341833,2,170.63072858343924,3
-78.04548556992947,10.490867161593531,4,737.1144541124125,4
-74.88973159348004,7.394140613416269,7,854.1849989772174,5
-76.99033722597775,4.462139790355643,4,505.4943702278541,4
-76.53008773244949,-2.7940398362138197,2,665.934875374109,3
-112.5766408641122,0.6006567039127209,5,466.0737171717786,2
-110.84019421919334,-0.5978964559398889,4,174.789904831727,2
-83.77257631483047,-7.416678299733475,6,624.4188680869377,3
-84.06699666426121,24.181934457385346,1,939.9124863070103,4
-76.19182645314632,26.50504645922029,7,346.51115027499014,7
-64.94090486706651,26.642082282648538,1,853.1248925859243,5
-99.59809255328688,17.39871795379887,3,979.2577269341791,3
-68.87447386978256,-9.93113068562359,5,993.60332803908,4
-77.1385384097861,1.9090103094716326,1,458.83026711657527,3
-103.21920999203027,3.3176800275903418,2,512.0825331649526,2
-60.223135377987276,-0.5245690421297731,5,302.1321042241915,5
-76.31309292881582,-2.9664688651735505,3,909.9661414530794,3
-116.83181588394717,21.729569442485754,4,907.3089376955706,3
-86.1363465676989,-1.4980185984104821,7,925.6660072897483,4
-67.4416797083525,9.730667547771308,4,312.3069544937593,5
-119.82235930027787,25.172262738673496,3,885.3971723658137,3
-96.85091321477373,7.52735379680313,2,108.82136059782542,3
-82.59686836118009,22.353632917060473,5,580.2842123796241,5
-92.8968420032192,0.591332343359916,7,130.5001060083743,4
-84.2661842119347,23.043286206515923,0,388.96923346251305,3
-110.38104471151124,10.773041144843233,2,55.179478026297446,2
-107.07614915712506,9.504776982274311,5,493.1622680410971,3
-66.28110529752783,9.113911651790843,5,681.065330284851,5
-66.71895503986516,7.382335274387604,7,215.06523042524634,6
-118.18376222760025,-3.2689784759126272,3,595.6631501152647,1
-60.494664076332754,29.08431003404627,2,615.330862140124,6
-101.70268496745535,24.1615328322101,6,594.463362934172,5
-78.1715505000515,5.40365877462477,6,822.6621298811469,5
-101.61250270367213,14.2584625871879,0,756.0993979198909,2
-117.09896795992353,21.541516357821124,2,286.70242270351673,3
-86.21147716437315,4.321494933812161,0,658.8762697854905,2
-84.48852935188987,12.649758325041471,1,601.8562289745068,3
-118.59405131503102,18.719291775831863,3,123.49598221987684,3
-111.50429300725213,2.9661344741095554,3,592.6125197276767,2
-68.48977398931197,-4.694487756995693,5,817.532554576925,4
-81.4791355058281,27.644791176295854,2,156.81444151847694,5
-81.24632459795447,-7.446278690984038,7,703.0329896223838,4
-113.28278713473661,1.1201939791547098,3,984.3731574734901,2
-90.79589933110098,23.250353463081012,2,339.105536403403,4
-97.01405253005072,-9.864276250488526,3,667.1609148223703,2
-90.5191568539476,17.021387410541845,1,292.8515009618809,3
-93.00233296017174,10.614807432984193,3,640.128359178165,3
-100.14440179766572,9.764891187133319,4,448.19676434385474,3
-93.61325615478034,-3.912081868773991,2,392.5012085380177,2
-93.07693763490353,11.667974009438439,6,454.11124905241496,4
-79.1415924994159,9.062481592670505,0,219.8772897765163,3
-107.26909342502738,-8.818978453921297,0,231.65628307460327,0
-119.68836919671475,21.37124695766149,7,923.6826560494046,4
-69.57910703913464,18.932417491926383,4,60.54689489172859,5
-81.07727175577887,19.706239120642227,4,733.3529347406098,5
-116.6682936812075,14.444995104406217,0,276.7975314980232,1
-90.1565206372873,-5.28408364426348,2,822.2036720282956,2
-77.13093453175429,0.7083829674437467,0,237.8895323088198,2
-78.01707957696402,23.271858843838054,7,901.3227594854915,6
-80.38672036571444,10.62810313184455,5,600.7958205212996,5
-98.68162709228335,27.208163583515585,0,952.7255768741742,3
-69.63307141464624,8.8287032693542,6,805.3442379305445,5
-96.6016187731477,27.547393548281256,3,337.94023215044166,4
-101.8405049526249,26.907156989080143,4,203.82152433999494,4
-87.14133653915536,1.549783815034381,3,859.9539713646424,3
-80.33665236840139,26.2695332121543,0,265.70323927116175,4
-114.99763186450998,-2.411068326822279,1,982.3096622331238,1
-116.47568464001499,22.67309761351777,1,237.56564553587725,2
-73.24098287111107,3.64498991814318,5,70.85366323097409,4
-103.03287100916046,25.338361711901094,3,913.1175457650207,4
-80.0545068223702,20.321051284016683,6,665.0556887340255,6
-105.75605062050832,9.4972087619323,1,886.1820978550538,2
-117.45935657091451,-6.295349941396924,7,318.6800286581561,2
-88.55080324675384,29.078124100953787,7,188.69926120930327,6
-119.7401858161077,26.95882660642163,2,711.8879511830062,3
-117.63118073212242,2.2549370776775888,5,575.5617460454464,2
-90.36459387791365,21.55940621794318,1,982.8857227402304,3
-61.51795900173295,-3.2289494510087646,4,812.4475958412488,4
-100.76155235352564,12.2565406810035,1,124.4965006985709,2
-69.13117961298393,24.61052786035397,2,460.41210958196837,5
-79.80745633727807,28.60500840336485,5,325.9425301534693,6
-91.40079402228035,6.24942154582374,7,395.9391491929352,4
-110.66988151435335,-0.5918024447256407,2,51.96488306146734,1
-117.69241719206468,13.353768744104638,6,364.6767050878661,3
-113.69648656500334,24.541442705684503,3,838.3056679340808,3
-97.99387440002859,16.9993239680697,7,627.8065747517752,5
-99.02874032307324,22.155844322182567,0,446.40764642952576,3
-79.75277469668043,12.016784894874114,6,512.5486499344047,5
-98.17186994995399,4.292967721409822,5,836.4650063924424,3
-96.66276360691984,6.926706757163018,1,242.86611924473192,2
-90.04397495470917,-1.8640635176834053,2,879.431328982415,2
-110.68623048265513,19.858480394188845,3,976.254125474704,3
-99.66053680738787,17.27493863880728,1,77.89993440127091,3
-69.64026424953491,19.277026312127266,7,225.18589898292066,6
-73.43103728428713,-4.4521486798942655,4,612.3301247833174,3
-107.16427017943136,17.61967613345618,5,89.32235215405214,4
-63.47939149203377,-1.4504595821338597,4,87.69180244034791,4
-62.224562014736335,10.419913773179573,0,880.7300675715924,4
-90.20198060739976,23.931058853160806,5,685.1579162497009,5
-111.15768073053779,26.896278566022232,1,496.74901330430055,3
-95.11366881421048,10.128855748391288,7,244.01709440327724,5
-104.31040530667492,26.588432197003748,0,540.622644501663,3
-62.02774005909477,-2.7384928965637956,0,989.5476987311481,3
-90.67042582514713,29.991056102830655,3,145.50172714038763,5
-104.71847853224398,2.790153471909651,0,939.0076057552292,1
-113.44356663703014,27.167761567108847,2,230.26523605922017,3
-82.82496615149832,18.36365086840737,2,369.90976451950274,4
-75.65855762865165,-6.8103329868174445,7,265.4323587894311,4
-70.78117683840209,26.65585295702484,2,87.76202592579412,5
-84.1892492003787,4.056331568364179,2,382.7828194767936,3
-82.0143412120462,-1.084397571714252,7,186.83861265998942,4
-72.25460452061645,-0.9505700194189934,7,445.414431714137,5
-105.42444583185352,-3.387555014254451,6,577.6742953714347,3
-75.76095840698075,3.8606798335576897,7,178.85933198951525,5
-108.59357282323376,16.235036813624287,1,964.7197808042525,2
-64.56130521868357,-2.7584848051855726,2,208.6248460333808,3
-112.80632310075104,6.766111944892984,5,212.94100895368675,3
-70.8417185569626,22.957321095917905,4,572.3352704431169,5
-91.43607906449805,-3.455472834986919,7,459.5917457592685,4
-93.49003444710664,22.962579990296923,1,247.3306029011007,3
-80.97997163879965,0.4577692441231065,6,652.9583587597493,4
-105.81256654917641,17.336121354170054,7,417.363694458938,5
-85.59396525692006,-4.8371879263021045,3,296.5928122937005,3
-105.35145515991088,24.841484891841866,3,168.14009780437,4
-115.23119145239383,3.659887686423282,6,617.0418520844845,3
-114.24965276622831,-9.826970528252957,5,163.6342513682788,2
-118.69142485727227,27.922306174806046,4,619.8087976496917,4
-97.33498864389495,10.28944357457004,7,797.0518812253682,4
-115.3359192196058,21.249417316127154,7,761.1057012463291,4
-89.72250432185594,3.657804963862322,3,612.5615475591369,3
-114.77008734527087,15.380838317421023,7,567.7121707247509,4
-105.23693681381098,-5.27954407495566,2,143.9604778503149,1
-66.05860709563959,22.09732886211674,1,117.27031535441748,5
-104.55010324369226,28.30420109821017,3,686.4158611371204,4
-118.80680683737938,-2.6640745731377757,6,694.5371763626536,2
-112.05015857378847,24.028745301317073,1,482.4932915437631,3
-86.48310663740224,8.052824705947739,4,212.77662943985962,4
-98.85838391921797,16.730608708547685,3,205.76969334771502,3
-63.94072451638916,14.161689011711871,1,886.607377096073,4
-91.2626998909198,15.337645583208953,6,744.2652779642217,5
-115.32592565885086,7.782808535445014,3,494.8053803184764,2
